Call,Response,Count,KB,Details
hi,hello what can i help you with today,849,,
i'd like to book a table at resto_madrid_expensive_italian_3stars,great let me do the reservation,849,<KB> resto_madrid_expensive_italian_3stars, <R_cuisine> italian <R_address> resto_madrid_expensive_italian_3stars_address <R_location> madrid <R_number> four <R_price> expensive <R_rating> 3 
hi,hello what can i help you with today,850,,
can you make a restaurant reservation at resto_london_cheap_indian_1stars,great let me do the reservation,850,<KB> resto_london_cheap_indian_1stars, <R_cuisine> indian <R_address> resto_london_cheap_indian_1stars_address <R_location> london <R_number> four <R_price> cheap <R_rating> 1 
good morning,hello what can i help you with today,851,,
can you make a restaurant reservation at resto_london_cheap_french_8stars,great let me do the reservation,851,<KB> resto_london_cheap_french_8stars, <R_cuisine> french <R_address> resto_london_cheap_french_8stars_address <R_location> london <R_number> eight <R_price> cheap <R_rating> 8 
good morning,hello what can i help you with today,852,,
can you make a restaurant reservation at resto_paris_moderate_british_2stars,great let me do the reservation,852,<KB> resto_paris_moderate_british_2stars, <R_cuisine> british <R_address> resto_paris_moderate_british_2stars_address <R_location> paris <R_number> four <R_price> moderate <R_rating> 2 
hi,hello what can i help you with today,853,,
i'd like to book a table at resto_london_moderate_indian_7stars,great let me do the reservation,853,<KB> resto_london_moderate_indian_7stars, <R_cuisine> indian <R_address> resto_london_moderate_indian_7stars_address <R_location> london <R_number> eight <R_price> moderate <R_rating> 7 
hi,hello what can i help you with today,854,,
i'd like to book a table at resto_rome_cheap_french_7stars,great let me do the reservation,854,<KB> resto_rome_cheap_french_7stars, <R_cuisine> french <R_address> resto_rome_cheap_french_7stars_address <R_location> rome <R_number> six <R_price> cheap <R_rating> 7 
good morning,hello what can i help you with today,855,,
can you make a restaurant reservation at resto_london_moderate_british_7stars,great let me do the reservation,855,<KB> resto_london_moderate_british_7stars, <R_cuisine> british <R_address> resto_london_moderate_british_7stars_address <R_location> london <R_number> eight <R_price> moderate <R_rating> 7 
hello,hello what can i help you with today,856,,
can you book a table at resto_madrid_moderate_indian_4stars,great let me do the reservation,856,<KB> resto_madrid_moderate_indian_4stars, <R_cuisine> indian <R_address> resto_madrid_moderate_indian_4stars_address <R_location> madrid <R_number> four <R_price> moderate <R_rating> 4 
good morning,hello what can i help you with today,857,,
may i have a table at resto_madrid_moderate_british_3stars,great let me do the reservation,857,<KB> resto_madrid_moderate_british_3stars, <R_cuisine> british <R_address> resto_madrid_moderate_british_3stars_address <R_location> madrid <R_number> two <R_price> moderate <R_rating> 3 
hi,hello what can i help you with today,858,,
i'd like to book a table at resto_madrid_cheap_italian_4stars,great let me do the reservation,858,<KB> resto_madrid_cheap_italian_4stars, <R_cuisine> italian <R_address> resto_madrid_cheap_italian_4stars_address <R_location> madrid <R_number> six <R_price> cheap <R_rating> 4 
hello,hello what can i help you with today,859,,
may i have a table at resto_bombay_cheap_british_5stars,great let me do the reservation,859,<KB> resto_bombay_cheap_british_5stars, <R_cuisine> british <R_address> resto_bombay_cheap_british_5stars_address <R_location> bombay <R_number> eight <R_price> cheap <R_rating> 5 
hi,hello what can i help you with today,860,,
i'd like to book a table at resto_bombay_moderate_british_8stars,great let me do the reservation,860,<KB> resto_bombay_moderate_british_8stars, <R_cuisine> british <R_address> resto_bombay_moderate_british_8stars_address <R_location> bombay <R_number> six <R_price> moderate <R_rating> 8 
hi,hello what can i help you with today,861,,
can you make a restaurant reservation at resto_rome_cheap_french_7stars,great let me do the reservation,861,<KB> resto_rome_cheap_french_7stars, <R_cuisine> french <R_address> resto_rome_cheap_french_7stars_address <R_location> rome <R_number> six <R_price> cheap <R_rating> 7 
hi,hello what can i help you with today,862,,
can you make a restaurant reservation at resto_bombay_expensive_french_4stars,great let me do the reservation,862,<KB> resto_bombay_expensive_french_4stars, <R_cuisine> french <R_address> resto_bombay_expensive_french_4stars_address <R_location> bombay <R_number> four <R_price> expensive <R_rating> 4 
hi,hello what can i help you with today,863,,
i'd like to book a table at resto_rome_cheap_spanish_8stars,great let me do the reservation,863,<KB> resto_rome_cheap_spanish_8stars, <R_cuisine> spanish <R_address> resto_rome_cheap_spanish_8stars_address <R_location> rome <R_number> six <R_price> cheap <R_rating> 8 
good morning,hello what can i help you with today,864,,
can you book a table at resto_london_cheap_french_5stars,great let me do the reservation,864,<KB> resto_london_cheap_french_5stars, <R_cuisine> french <R_address> resto_london_cheap_french_5stars_address <R_location> london <R_number> four <R_price> cheap <R_rating> 5 
hello,hello what can i help you with today,865,,
i'd like to book a table at resto_london_expensive_indian_6stars,great let me do the reservation,865,<KB> resto_london_expensive_indian_6stars, <R_cuisine> indian <R_address> resto_london_expensive_indian_6stars_address <R_location> london <R_number> four <R_price> expensive <R_rating> 6 
good morning,hello what can i help you with today,866,,
may i have a table at resto_bombay_cheap_italian_5stars,great let me do the reservation,866,<KB> resto_bombay_cheap_italian_5stars, <R_cuisine> italian <R_address> resto_bombay_cheap_italian_5stars_address <R_location> bombay <R_number> four <R_price> cheap <R_rating> 5 
good morning,hello what can i help you with today,867,,
may i have a table at resto_london_expensive_indian_2stars,great let me do the reservation,867,<KB> resto_london_expensive_indian_2stars, <R_cuisine> indian <R_address> resto_london_expensive_indian_2stars_address <R_location> london <R_number> four <R_price> expensive <R_rating> 2 
hi,hello what can i help you with today,868,,
can you make a restaurant reservation at resto_paris_moderate_spanish_1stars,great let me do the reservation,868,<KB> resto_paris_moderate_spanish_1stars, <R_cuisine> spanish <R_address> resto_paris_moderate_spanish_1stars_address <R_location> paris <R_number> six <R_price> moderate <R_rating> 1 
hi,hello what can i help you with today,869,,
can you book a table at resto_bombay_expensive_french_3stars,great let me do the reservation,869,<KB> resto_bombay_expensive_french_3stars, <R_cuisine> french <R_address> resto_bombay_expensive_french_3stars_address <R_location> bombay <R_number> four <R_price> expensive <R_rating> 3 
hello,hello what can i help you with today,870,,
i'd like to book a table at resto_rome_moderate_spanish_6stars,great let me do the reservation,870,<KB> resto_rome_moderate_spanish_6stars, <R_cuisine> spanish <R_address> resto_rome_moderate_spanish_6stars_address <R_location> rome <R_number> four <R_price> moderate <R_rating> 6 
hi,hello what can i help you with today,871,,
i'd like to book a table at resto_madrid_moderate_french_7stars,great let me do the reservation,871,<KB> resto_madrid_moderate_french_7stars, <R_cuisine> french <R_address> resto_madrid_moderate_french_7stars_address <R_location> madrid <R_number> six <R_price> moderate <R_rating> 7 
hi,hello what can i help you with today,872,,
i'd like to book a table at resto_madrid_moderate_french_5stars,great let me do the reservation,872,<KB> resto_madrid_moderate_french_5stars, <R_cuisine> french <R_address> resto_madrid_moderate_french_5stars_address <R_location> madrid <R_number> four <R_price> moderate <R_rating> 5 
hello,hello what can i help you with today,873,,
may i have a table at resto_bombay_expensive_french_4stars,great let me do the reservation,873,<KB> resto_bombay_expensive_french_4stars, <R_cuisine> french <R_address> resto_bombay_expensive_french_4stars_address <R_location> bombay <R_number> four <R_price> expensive <R_rating> 4 
good morning,hello what can i help you with today,874,,
can you make a restaurant reservation at resto_paris_moderate_british_2stars,great let me do the reservation,874,<KB> resto_paris_moderate_british_2stars, <R_cuisine> british <R_address> resto_paris_moderate_british_2stars_address <R_location> paris <R_number> four <R_price> moderate <R_rating> 2 
hi,hello what can i help you with today,875,,
can you make a restaurant reservation at resto_rome_expensive_italian_5stars,great let me do the reservation,875,<KB> resto_rome_expensive_italian_5stars, <R_cuisine> italian <R_address> resto_rome_expensive_italian_5stars_address <R_location> rome <R_number> two <R_price> expensive <R_rating> 5 
hi,hello what can i help you with today,876,,
can you book a table at resto_london_cheap_indian_6stars,great let me do the reservation,876,<KB> resto_london_cheap_indian_6stars, <R_cuisine> indian <R_address> resto_london_cheap_indian_6stars_address <R_location> london <R_number> eight <R_price> cheap <R_rating> 6 
good morning,hello what can i help you with today,877,,
can you make a restaurant reservation at resto_paris_cheap_italian_8stars,great let me do the reservation,877,<KB> resto_paris_cheap_italian_8stars, <R_cuisine> italian <R_address> resto_paris_cheap_italian_8stars_address <R_location> paris <R_number> eight <R_price> cheap <R_rating> 8 
hello,hello what can i help you with today,878,,
i'd like to book a table at resto_rome_expensive_french_7stars,great let me do the reservation,878,<KB> resto_rome_expensive_french_7stars, <R_cuisine> french <R_address> resto_rome_expensive_french_7stars_address <R_location> rome <R_number> two <R_price> expensive <R_rating> 7 
hi,hello what can i help you with today,879,,
i'd like to book a table at resto_madrid_cheap_french_4stars,great let me do the reservation,879,<KB> resto_madrid_cheap_french_4stars, <R_cuisine> french <R_address> resto_madrid_cheap_french_4stars_address <R_location> madrid <R_number> six <R_price> cheap <R_rating> 4 
hi,hello what can i help you with today,880,,
can you make a restaurant reservation at resto_bombay_moderate_british_4stars,great let me do the reservation,880,<KB> resto_bombay_moderate_british_4stars, <R_cuisine> british <R_address> resto_bombay_moderate_british_4stars_address <R_location> bombay <R_number> eight <R_price> moderate <R_rating> 4 
hello,hello what can i help you with today,881,,
may i have a table at resto_bombay_cheap_spanish_2stars,great let me do the reservation,881,<KB> resto_bombay_cheap_spanish_2stars, <R_cuisine> spanish <R_address> resto_bombay_cheap_spanish_2stars_address <R_location> bombay <R_number> eight <R_price> cheap <R_rating> 2 
good morning,hello what can i help you with today,882,,
can you make a restaurant reservation at resto_bombay_moderate_british_4stars,great let me do the reservation,882,<KB> resto_bombay_moderate_british_4stars, <R_cuisine> british <R_address> resto_bombay_moderate_british_4stars_address <R_location> bombay <R_number> eight <R_price> moderate <R_rating> 4 
good morning,hello what can i help you with today,883,,
i'd like to book a table at resto_london_moderate_french_5stars,great let me do the reservation,883,<KB> resto_london_moderate_french_5stars, <R_cuisine> french <R_address> resto_london_moderate_french_5stars_address <R_location> london <R_number> eight <R_price> moderate <R_rating> 5 
good morning,hello what can i help you with today,884,,
can you make a restaurant reservation at resto_paris_cheap_italian_7stars,great let me do the reservation,884,<KB> resto_paris_cheap_italian_7stars, <R_cuisine> italian <R_address> resto_paris_cheap_italian_7stars_address <R_location> paris <R_number> four <R_price> cheap <R_rating> 7 
hello,hello what can i help you with today,885,,
can you book a table at resto_madrid_cheap_french_1stars,great let me do the reservation,885,<KB> resto_madrid_cheap_french_1stars, <R_cuisine> french <R_address> resto_madrid_cheap_french_1stars_address <R_location> madrid <R_number> six <R_price> cheap <R_rating> 1 
hi,hello what can i help you with today,886,,
can you make a restaurant reservation at resto_madrid_moderate_british_3stars,great let me do the reservation,886,<KB> resto_madrid_moderate_british_3stars, <R_cuisine> british <R_address> resto_madrid_moderate_british_3stars_address <R_location> madrid <R_number> two <R_price> moderate <R_rating> 3 
good morning,hello what can i help you with today,887,,
i'd like to book a table at resto_bombay_cheap_british_5stars,great let me do the reservation,887,<KB> resto_bombay_cheap_british_5stars, <R_cuisine> british <R_address> resto_bombay_cheap_british_5stars_address <R_location> bombay <R_number> eight <R_price> cheap <R_rating> 5 
hello,hello what can i help you with today,888,,
can you make a restaurant reservation at resto_bombay_cheap_french_6stars,great let me do the reservation,888,<KB> resto_bombay_cheap_french_6stars, <R_cuisine> french <R_address> resto_bombay_cheap_french_6stars_address <R_location> bombay <R_number> eight <R_price> cheap <R_rating> 6 
hello,hello what can i help you with today,889,,
may i have a table at resto_rome_cheap_indian_4stars,great let me do the reservation,889,<KB> resto_rome_cheap_indian_4stars, <R_cuisine> indian <R_address> resto_rome_cheap_indian_4stars_address <R_location> rome <R_number> four <R_price> cheap <R_rating> 4 
hello,hello what can i help you with today,890,,
may i have a table at resto_london_moderate_british_5stars,great let me do the reservation,890,<KB> resto_london_moderate_british_5stars, <R_cuisine> british <R_address> resto_london_moderate_british_5stars_address <R_location> london <R_number> two <R_price> moderate <R_rating> 5 
good morning,hello what can i help you with today,891,,
i'd like to book a table at resto_bombay_cheap_british_1stars,great let me do the reservation,891,<KB> resto_bombay_cheap_british_1stars, <R_cuisine> british <R_address> resto_bombay_cheap_british_1stars_address <R_location> bombay <R_number> two <R_price> cheap <R_rating> 1 
hello,hello what can i help you with today,892,,
can you book a table at resto_madrid_expensive_spanish_3stars,great let me do the reservation,892,<KB> resto_madrid_expensive_spanish_3stars, <R_cuisine> spanish <R_address> resto_madrid_expensive_spanish_3stars_address <R_location> madrid <R_number> two <R_price> expensive <R_rating> 3 
hi,hello what can i help you with today,893,,
i'd like to book a table at resto_paris_cheap_italian_5stars,great let me do the reservation,893,<KB> resto_paris_cheap_italian_5stars, <R_cuisine> italian <R_address> resto_paris_cheap_italian_5stars_address <R_location> paris <R_number> four <R_price> cheap <R_rating> 5 
good morning,hello what can i help you with today,894,,
can you book a table at resto_madrid_cheap_indian_6stars,great let me do the reservation,894,<KB> resto_madrid_cheap_indian_6stars, <R_cuisine> indian <R_address> resto_madrid_cheap_indian_6stars_address <R_location> madrid <R_number> four <R_price> cheap <R_rating> 6 
good morning,hello what can i help you with today,895,,
may i have a table at resto_paris_cheap_italian_7stars,great let me do the reservation,895,<KB> resto_paris_cheap_italian_7stars, <R_cuisine> italian <R_address> resto_paris_cheap_italian_7stars_address <R_location> paris <R_number> four <R_price> cheap <R_rating> 7 
good morning,hello what can i help you with today,896,,
i'd like to book a table at resto_london_moderate_spanish_4stars,great let me do the reservation,896,<KB> resto_london_moderate_spanish_4stars, <R_cuisine> spanish <R_address> resto_london_moderate_spanish_4stars_address <R_location> london <R_number> four <R_price> moderate <R_rating> 4 
good morning,hello what can i help you with today,897,,
may i have a table at resto_london_cheap_french_7stars,great let me do the reservation,897,<KB> resto_london_cheap_french_7stars, <R_cuisine> french <R_address> resto_london_cheap_french_7stars_address <R_location> london <R_number> two <R_price> cheap <R_rating> 7 
hi,hello what can i help you with today,898,,
may i have a table at resto_london_expensive_indian_8stars,great let me do the reservation,898,<KB> resto_london_expensive_indian_8stars, <R_cuisine> indian <R_address> resto_london_expensive_indian_8stars_address <R_location> london <R_number> eight <R_price> expensive <R_rating> 8 
good morning,hello what can i help you with today,899,,
can you book a table at resto_paris_cheap_spanish_3stars,great let me do the reservation,899,<KB> resto_paris_cheap_spanish_3stars, <R_cuisine> spanish <R_address> resto_paris_cheap_spanish_3stars_address <R_location> paris <R_number> eight <R_price> cheap <R_rating> 3 
good morning,hello what can i help you with today,900,,
can you book a table at resto_bombay_cheap_spanish_2stars,great let me do the reservation,900,<KB> resto_bombay_cheap_spanish_2stars, <R_cuisine> spanish <R_address> resto_bombay_cheap_spanish_2stars_address <R_location> bombay <R_number> eight <R_price> cheap <R_rating> 2 
good morning,hello what can i help you with today,901,,
can you make a restaurant reservation at resto_london_moderate_french_3stars,great let me do the reservation,901,<KB> resto_london_moderate_french_3stars, <R_cuisine> french <R_address> resto_london_moderate_french_3stars_address <R_location> london <R_number> two <R_price> moderate <R_rating> 3 
hi,hello what can i help you with today,902,,
i'd like to book a table at resto_london_moderate_indian_5stars,great let me do the reservation,902,<KB> resto_london_moderate_indian_5stars, <R_cuisine> indian <R_address> resto_london_moderate_indian_5stars_address <R_location> london <R_number> six <R_price> moderate <R_rating> 5 
good morning,hello what can i help you with today,903,,
can you book a table at resto_bombay_moderate_british_7stars,great let me do the reservation,903,<KB> resto_bombay_moderate_british_7stars, <R_cuisine> british <R_address> resto_bombay_moderate_british_7stars_address <R_location> bombay <R_number> two <R_price> moderate <R_rating> 7 
hi,hello what can i help you with today,904,,
can you book a table at resto_rome_expensive_spanish_5stars,great let me do the reservation,904,<KB> resto_rome_expensive_spanish_5stars, <R_cuisine> spanish <R_address> resto_rome_expensive_spanish_5stars_address <R_location> rome <R_number> eight <R_price> expensive <R_rating> 5 
hi,hello what can i help you with today,905,,
can you make a restaurant reservation at resto_rome_expensive_french_7stars,great let me do the reservation,905,<KB> resto_rome_expensive_french_7stars, <R_cuisine> french <R_address> resto_rome_expensive_french_7stars_address <R_location> rome <R_number> two <R_price> expensive <R_rating> 7 
good morning,hello what can i help you with today,906,,
can you make a restaurant reservation at resto_bombay_moderate_indian_7stars,great let me do the reservation,906,<KB> resto_bombay_moderate_indian_7stars, <R_cuisine> indian <R_address> resto_bombay_moderate_indian_7stars_address <R_location> bombay <R_number> six <R_price> moderate <R_rating> 7 
good morning,hello what can i help you with today,907,,
i'd like to book a table at resto_bombay_cheap_british_1stars,great let me do the reservation,907,<KB> resto_bombay_cheap_british_1stars, <R_cuisine> british <R_address> resto_bombay_cheap_british_1stars_address <R_location> bombay <R_number> two <R_price> cheap <R_rating> 1 
good morning,hello what can i help you with today,908,,
may i have a table at resto_bombay_expensive_spanish_7stars,great let me do the reservation,908,<KB> resto_bombay_expensive_spanish_7stars, <R_cuisine> spanish <R_address> resto_bombay_expensive_spanish_7stars_address <R_location> bombay <R_number> two <R_price> expensive <R_rating> 7 
good morning,hello what can i help you with today,909,,
i'd like to book a table at resto_london_cheap_british_8stars,great let me do the reservation,909,<KB> resto_london_cheap_british_8stars, <R_cuisine> british <R_address> resto_london_cheap_british_8stars_address <R_location> london <R_number> eight <R_price> cheap <R_rating> 8 
hi,hello what can i help you with today,910,,
i'd like to book a table at resto_rome_moderate_indian_5stars,great let me do the reservation,910,<KB> resto_rome_moderate_indian_5stars, <R_cuisine> indian <R_address> resto_rome_moderate_indian_5stars_address <R_location> rome <R_number> six <R_price> moderate <R_rating> 5 
good morning,hello what can i help you with today,911,,
i'd like to book a table at resto_london_cheap_spanish_2stars,great let me do the reservation,911,<KB> resto_london_cheap_spanish_2stars, <R_cuisine> spanish <R_address> resto_london_cheap_spanish_2stars_address <R_location> london <R_number> two <R_price> cheap <R_rating> 2 
hello,hello what can i help you with today,912,,
can you book a table at resto_bombay_moderate_spanish_8stars,great let me do the reservation,912,<KB> resto_bombay_moderate_spanish_8stars, <R_cuisine> spanish <R_address> resto_bombay_moderate_spanish_8stars_address <R_location> bombay <R_number> two <R_price> moderate <R_rating> 8 
good morning,hello what can i help you with today,913,,
can you book a table at resto_madrid_cheap_italian_1stars,great let me do the reservation,913,<KB> resto_madrid_cheap_italian_1stars, <R_cuisine> italian <R_address> resto_madrid_cheap_italian_1stars_address <R_location> madrid <R_number> four <R_price> cheap <R_rating> 1 
good morning,hello what can i help you with today,914,,
i'd like to book a table at resto_madrid_cheap_indian_3stars,great let me do the reservation,914,<KB> resto_madrid_cheap_indian_3stars, <R_cuisine> indian <R_address> resto_madrid_cheap_indian_3stars_address <R_location> madrid <R_number> eight <R_price> cheap <R_rating> 3 
hello,hello what can i help you with today,915,,
can you book a table at resto_london_moderate_british_7stars,great let me do the reservation,915,<KB> resto_london_moderate_british_7stars, <R_cuisine> british <R_address> resto_london_moderate_british_7stars_address <R_location> london <R_number> eight <R_price> moderate <R_rating> 7 
hi,hello what can i help you with today,916,,
can you book a table at resto_bombay_moderate_british_7stars,great let me do the reservation,916,<KB> resto_bombay_moderate_british_7stars, <R_cuisine> british <R_address> resto_bombay_moderate_british_7stars_address <R_location> bombay <R_number> two <R_price> moderate <R_rating> 7 
hi,hello what can i help you with today,917,,
i'd like to book a table at resto_madrid_moderate_spanish_6stars,great let me do the reservation,917,<KB> resto_madrid_moderate_spanish_6stars, <R_cuisine> spanish <R_address> resto_madrid_moderate_spanish_6stars_address <R_location> madrid <R_number> two <R_price> moderate <R_rating> 6 
hello,hello what can i help you with today,918,,
can you make a restaurant reservation at resto_madrid_expensive_italian_3stars,great let me do the reservation,918,<KB> resto_madrid_expensive_italian_3stars, <R_cuisine> italian <R_address> resto_madrid_expensive_italian_3stars_address <R_location> madrid <R_number> four <R_price> expensive <R_rating> 3 
good morning,hello what can i help you with today,919,,
may i have a table at resto_rome_expensive_indian_3stars,great let me do the reservation,919,<KB> resto_rome_expensive_indian_3stars, <R_cuisine> indian <R_address> resto_rome_expensive_indian_3stars_address <R_location> rome <R_number> six <R_price> expensive <R_rating> 3 
hello,hello what can i help you with today,920,,
i'd like to book a table at resto_madrid_moderate_spanish_6stars,great let me do the reservation,920,<KB> resto_madrid_moderate_spanish_6stars, <R_cuisine> spanish <R_address> resto_madrid_moderate_spanish_6stars_address <R_location> madrid <R_number> two <R_price> moderate <R_rating> 6 
hi,hello what can i help you with today,921,,
i'd like to book a table at resto_rome_expensive_italian_5stars,great let me do the reservation,921,<KB> resto_rome_expensive_italian_5stars, <R_cuisine> italian <R_address> resto_rome_expensive_italian_5stars_address <R_location> rome <R_number> two <R_price> expensive <R_rating> 5 
good morning,hello what can i help you with today,922,,
i'd like to book a table at resto_madrid_moderate_british_3stars,great let me do the reservation,922,<KB> resto_madrid_moderate_british_3stars, <R_cuisine> british <R_address> resto_madrid_moderate_british_3stars_address <R_location> madrid <R_number> two <R_price> moderate <R_rating> 3 
hi,hello what can i help you with today,923,,
can you book a table at resto_rome_expensive_italian_6stars,great let me do the reservation,923,<KB> resto_rome_expensive_italian_6stars, <R_cuisine> italian <R_address> resto_rome_expensive_italian_6stars_address <R_location> rome <R_number> eight <R_price> expensive <R_rating> 6 
good morning,hello what can i help you with today,924,,
may i have a table at resto_london_expensive_french_5stars,great let me do the reservation,924,<KB> resto_london_expensive_french_5stars, <R_cuisine> french <R_address> resto_london_expensive_french_5stars_address <R_location> london <R_number> two <R_price> expensive <R_rating> 5 
hi,hello what can i help you with today,925,,
can you book a table at resto_paris_moderate_french_6stars,great let me do the reservation,925,<KB> resto_paris_moderate_french_6stars, <R_cuisine> french <R_address> resto_paris_moderate_french_6stars_address <R_location> paris <R_number> six <R_price> moderate <R_rating> 6 
hello,hello what can i help you with today,926,,
i'd like to book a table at resto_madrid_moderate_french_5stars,great let me do the reservation,926,<KB> resto_madrid_moderate_french_5stars, <R_cuisine> french <R_address> resto_madrid_moderate_french_5stars_address <R_location> madrid <R_number> four <R_price> moderate <R_rating> 5 
good morning,hello what can i help you with today,927,,
i'd like to book a table at resto_bombay_moderate_british_1stars,great let me do the reservation,927,<KB> resto_bombay_moderate_british_1stars, <R_cuisine> british <R_address> resto_bombay_moderate_british_1stars_address <R_location> bombay <R_number> four <R_price> moderate <R_rating> 1 
hello,hello what can i help you with today,928,,
i'd like to book a table at resto_madrid_expensive_indian_2stars,great let me do the reservation,928,<KB> resto_madrid_expensive_indian_2stars, <R_cuisine> indian <R_address> resto_madrid_expensive_indian_2stars_address <R_location> madrid <R_number> six <R_price> expensive <R_rating> 2 
hello,hello what can i help you with today,929,,
may i have a table at resto_madrid_cheap_indian_3stars,great let me do the reservation,929,<KB> resto_madrid_cheap_indian_3stars, <R_cuisine> indian <R_address> resto_madrid_cheap_indian_3stars_address <R_location> madrid <R_number> eight <R_price> cheap <R_rating> 3 
hello,hello what can i help you with today,930,,
i'd like to book a table at resto_paris_moderate_italian_6stars,great let me do the reservation,930,<KB> resto_paris_moderate_italian_6stars, <R_cuisine> italian <R_address> resto_paris_moderate_italian_6stars_address <R_location> paris <R_number> eight <R_price> moderate <R_rating> 6 
good morning,hello what can i help you with today,931,,
i'd like to book a table at resto_bombay_expensive_spanish_7stars,great let me do the reservation,931,<KB> resto_bombay_expensive_spanish_7stars, <R_cuisine> spanish <R_address> resto_bombay_expensive_spanish_7stars_address <R_location> bombay <R_number> two <R_price> expensive <R_rating> 7 
hi,hello what can i help you with today,932,,
can you book a table at resto_madrid_expensive_italian_4stars,great let me do the reservation,932,<KB> resto_madrid_expensive_italian_4stars, <R_cuisine> italian <R_address> resto_madrid_expensive_italian_4stars_address <R_location> madrid <R_number> two <R_price> expensive <R_rating> 4 
hi,hello what can i help you with today,933,,
can you book a table at resto_bombay_moderate_french_2stars,great let me do the reservation,933,<KB> resto_bombay_moderate_french_2stars, <R_cuisine> french <R_address> resto_bombay_moderate_french_2stars_address <R_location> bombay <R_number> four <R_price> moderate <R_rating> 2 
good morning,hello what can i help you with today,934,,
can you make a restaurant reservation at resto_london_cheap_french_7stars,great let me do the reservation,934,<KB> resto_london_cheap_french_7stars, <R_cuisine> french <R_address> resto_london_cheap_french_7stars_address <R_location> london <R_number> two <R_price> cheap <R_rating> 7 
hi,hello what can i help you with today,935,,
can you book a table at resto_london_cheap_french_2stars,great let me do the reservation,935,<KB> resto_london_cheap_french_2stars, <R_cuisine> french <R_address> resto_london_cheap_french_2stars_address <R_location> london <R_number> two <R_price> cheap <R_rating> 2 
hello,hello what can i help you with today,936,,
i'd like to book a table at resto_madrid_expensive_spanish_4stars,great let me do the reservation,936,<KB> resto_madrid_expensive_spanish_4stars, <R_cuisine> spanish <R_address> resto_madrid_expensive_spanish_4stars_address <R_location> madrid <R_number> six <R_price> expensive <R_rating> 4 
good morning,hello what can i help you with today,937,,
can you book a table at resto_madrid_cheap_french_4stars,great let me do the reservation,937,<KB> resto_madrid_cheap_french_4stars, <R_cuisine> french <R_address> resto_madrid_cheap_french_4stars_address <R_location> madrid <R_number> six <R_price> cheap <R_rating> 4 
hello,hello what can i help you with today,938,,
i'd like to book a table at resto_london_moderate_italian_2stars,great let me do the reservation,938,<KB> resto_london_moderate_italian_2stars, <R_cuisine> italian <R_address> resto_london_moderate_italian_2stars_address <R_location> london <R_number> two <R_price> moderate <R_rating> 2 
hello,hello what can i help you with today,939,,
i'd like to book a table at resto_rome_expensive_italian_4stars,great let me do the reservation,939,<KB> resto_rome_expensive_italian_4stars, <R_cuisine> italian <R_address> resto_rome_expensive_italian_4stars_address <R_location> rome <R_number> six <R_price> expensive <R_rating> 4 
hi,hello what can i help you with today,940,,
may i have a table at resto_london_moderate_italian_5stars,great let me do the reservation,940,<KB> resto_london_moderate_italian_5stars, <R_cuisine> italian <R_address> resto_london_moderate_italian_5stars_address <R_location> london <R_number> four <R_price> moderate <R_rating> 5 
hello,hello what can i help you with today,941,,
can you make a restaurant reservation at resto_paris_moderate_spanish_6stars,great let me do the reservation,941,<KB> resto_paris_moderate_spanish_6stars, <R_cuisine> spanish <R_address> resto_paris_moderate_spanish_6stars_address <R_location> paris <R_number> six <R_price> moderate <R_rating> 6 
hello,hello what can i help you with today,942,,
can you make a restaurant reservation at resto_london_cheap_italian_8stars,great let me do the reservation,942,<KB> resto_london_cheap_italian_8stars, <R_cuisine> italian <R_address> resto_london_cheap_italian_8stars_address <R_location> london <R_number> two <R_price> cheap <R_rating> 8 
good morning,hello what can i help you with today,943,,
may i have a table at resto_london_moderate_indian_7stars,great let me do the reservation,943,<KB> resto_london_moderate_indian_7stars, <R_cuisine> indian <R_address> resto_london_moderate_indian_7stars_address <R_location> london <R_number> eight <R_price> moderate <R_rating> 7 
hi,hello what can i help you with today,944,,
can you make a restaurant reservation at resto_madrid_cheap_indian_5stars,great let me do the reservation,944,<KB> resto_madrid_cheap_indian_5stars, <R_cuisine> indian <R_address> resto_madrid_cheap_indian_5stars_address <R_location> madrid <R_number> four <R_price> cheap <R_rating> 5 
hi,hello what can i help you with today,945,,
can you book a table at resto_rome_expensive_italian_4stars,great let me do the reservation,945,<KB> resto_rome_expensive_italian_4stars, <R_cuisine> italian <R_address> resto_rome_expensive_italian_4stars_address <R_location> rome <R_number> six <R_price> expensive <R_rating> 4 
hi,hello what can i help you with today,946,,
i'd like to book a table at resto_madrid_expensive_french_8stars,great let me do the reservation,946,<KB> resto_madrid_expensive_french_8stars, <R_cuisine> french <R_address> resto_madrid_expensive_french_8stars_address <R_location> madrid <R_number> four <R_price> expensive <R_rating> 8 
hello,hello what can i help you with today,947,,
can you make a restaurant reservation at resto_bombay_cheap_french_6stars,great let me do the reservation,947,<KB> resto_bombay_cheap_french_6stars, <R_cuisine> french <R_address> resto_bombay_cheap_french_6stars_address <R_location> bombay <R_number> eight <R_price> cheap <R_rating> 6 
hi,hello what can i help you with today,948,,
i'd like to book a table at resto_bombay_expensive_spanish_6stars,great let me do the reservation,948,<KB> resto_bombay_expensive_spanish_6stars, <R_cuisine> spanish <R_address> resto_bombay_expensive_spanish_6stars_address <R_location> bombay <R_number> six <R_price> expensive <R_rating> 6 
hello,hello what can i help you with today,949,,
